sourceID,targetID,edgeType
39474,1694,type1
39890,1123689,type1
39890,714975,type2
39890,51045,type2
39890,3191,type2
39890,653441,type3
39890,242663,type3
39890,714256,type3
39890,189571,type3
39890,714289,type3
39890,521855,type3
39890,1154233,type3
39890,149669,type3
39890,162664,type3
39890,1154229,type4
39890,559804,type4
39890,294030,type4
39890,1154232,type4
39890,523394,type4
40124,1104258,type4
40124,1112723,type4
40125,1104258,type3
40131,118079,type3
40135,13686,type4
40135,118079,type4
40151,671293,type1
40151,1153703,type1
40151,1152975,type1
40151,1104261,type1
40151,49660,type1
40151,1152448,type3
40151,1132418,type3
40151,288,type3
40151,1152307,type3
40605,40583,type1
40605,884094,type4
40605,633721,type4
40886,141868,type2
40886,145215,type2
40886,1121459,type2
40886,1131728,type3
40886,429805,type3
40886,112378,type4
40886,654177,type4
41216,1104300,type4
41417,1113551,type2
41417,1108329,type2
41417,128383,type4
41666,943087,type4
41714,197054,type1
41714,190697,type2
41714,1033,type2
41714,1110515,type2
41714,61069,type3
41714,144212,type3
41714,594047,type3
41714,568857,type4
41714,44455,type4
41714,182094,type4
41714,190706,type4
42156,1152179,type1
42156,1116594,type1
42156,1118120,type2
42156,340299,type3
42207,219239,type4
42209,27199,type2
42221,57948,type2
42221,42209,type2
42221,27199,type3
42221,248119,type4
42221,989397,type4
42847,1104379,type3
42848,1104379,type1
42848,1116835,type1
43165,1131195,type3
43186,152731,type1
43186,16461,type3
43186,1135894,type4
43639,469504,type3
43639,99025,type4
43698,1129442,type1
43698,31349,type3
43698,686532,type4
44017,48075,type1
44017,206524,type3
44017,1106492,type3
44121,1104435,type4
44368,1128227,type4
44455,387795,type1
44455,227178,type3
44455,568857,type4
44455,128540,type4
44455,41714,type4
44455,1128985,type4
44514,606479,type3
44514,210871,type3
44514,253971,type4
45052,27250,type3
45052,1131266,type3
45188,45189,type2
45188,192734,type3
45188,1130929,type4
45188,350362,type4
45188,976284,type4
45189,45188,type1
45189,272720,type2
45189,1105450,type2
45189,192850,type2
45189,192734,type3
45189,1132385,type4
45189,976284,type4
45189,1106401,type4
45212,1105764,type2
45212,120013,type2
45533,1115456,type1
45533,1116974,type3
45533,34266,type3
45533,1106771,type4
45533,87482,type4
45533,1104495,type4
45603,1104647,type3
45603,1125092,type4
45605,1035,type1
45605,1131639,type2
45605,240791,type3
45605,503871,type3
45605,144212,type4
45605,190706,type4
45605,682815,type4
45605,1033,type4
45605,975567,type4
46079,1152569,type3
46079,69284,type4
46452,582343,type2
46452,1153091,type3
46468,27249,type4
46470,1105450,type2
46491,1118823,type2
46491,1105672,type2
46491,46547,type2
46491,1120169,type2
46491,37541,type3
46491,107252,type3
46491,107251,type3
46491,1152290,type4
46491,137380,type4
46491,389715,type4
46491,51834,type4
46491,308232,type4
46500,57764,type4
46501,57764,type3
46501,1153275,type4
46547,1118823,type2
46547,107251,type3
46547,389715,type4
46547,1786,type4
46887,1153106,type1
46887,45212,type3
46887,1111788,type3
46887,235776,type4
46887,6311,type4
47570,385067,type3
47682,1125393,type1
47682,47683,type2
47682,47684,type2
47839,1124837,type4
48550,227286,type2
48550,133563,type4
48555,133563,type3
48555,48550,type4
48764,1104647,type1
48764,1125092,type2
48766,1104647,type2
48766,595056,type4
48768,1104647,type3
48781,423816,type2
48781,1134865,type3
48781,397488,type4
48781,1120643,type4
49482,217984,type1
49482,7297,type2
49482,1112369,type3
49482,631052,type4
49660,66594,type3
49660,3237,type4
49720,49753,type3
49753,49720,type4
49811,463825,type2
49811,3233,type4
49843,49844,type3
49843,1106388,type4
49843,49847,type4
49844,1127851,type3
49847,49844,type3
50336,50337,type2
50336,390894,type2
50336,35922,type3
50336,13269,type4
50336,683355,type4
50337,390894,type2
50337,13269,type4
50337,396412,type4
50354,289088,type2
50354,123556,type4
50354,14807,type4
50381,62274,type4
50807,1104749,type4
50838,1126503,type3
50838,25794,type3
50980,73972,type4
51045,242663,type4
51049,51045,type1
51049,39890,type3
51049,1134320,type3
51049,242663,type4
51049,1154232,type4
51052,242663,type2
51052,51045,type3
51180,12195,type2
51180,50381,type2
51180,1107319,type3
51180,12350,type3
51866,34961,type2
51866,27535,type2
51866,1119078,type4
51866,22883,type4
51879,22883,type1
51879,51866,type2
51879,1114664,type3
51879,51909,type3
51909,173884,type1
51909,1105428,type4
51909,502574,type4
51934,14545,type4
52000,1104809,type3
52000,52007,type4
52003,1112194,type3
52003,52000,type3
52003,1104809,type4
52007,1104809,type2
52515,446271,type1
52515,39199,type2
52515,300806,type4
52784,1104851,type3
52835,1115471,type3
52847,1153811,type3
52847,1131471,type4
53942,1117184,type2
53942,56167,type4
54129,578646,type2
54129,17477,type3
54129,28336,type3
54129,578645,type3
54129,1128319,type4
54129,594543,type4
54129,578649,type4
54129,1136791,type4
54129,117315,type4
54129,593022,type4
54129,108047,type4
54129,1128291,type4
54129,578780,type4
54129,117316,type4
54131,66563,type1
54131,243483,type1
54131,59715,type1
54131,578780,type1
54131,459213,type2
54131,593942,type2
54131,1153897,type2
54131,459214,type3
54131,1128982,type3
54131,593859,type3
54131,141324,type4
54132,578780,type1
54132,593921,type2
54132,62634,type3
54132,594387,type3
54132,579008,type3
54132,1128985,type3
54132,59715,type4
54132,1117476,type4
54550,5600,type3
54844,1104946,type4
55403,1128531,type2
55770,521207,type2
55770,208345,type4
55770,1114777,type4
55801,208345,type4
55968,892139,type4
56112,1107674,type2
56112,127033,type3
56112,56119,type3
56112,83725,type3
56112,1104999,type4
56112,63832,type4
56112,56115,type4
56115,127033,type1
56115,1129573,type1
56115,69284,type1
56115,1104999,type2
56115,63832,type3
56115,62718,type3
56115,56119,type4
56115,1107674,type4
56115,135130,type4
56115,63486,type4
56119,1104999,type3
56119,63832,type3
56119,127033,type4
56119,1105221,type4
56167,1119178,type1
56167,1152308,type2
56167,239810,type3
56167,1117184,type3
56167,359067,type4
56708,308529,type1
56708,28287,type3
56708,56709,type4
56709,1128959,type2
56709,308529,type3
56709,18834,type4
56709,416455,type4
56709,28287,type4
57119,1153942,type1
57119,595056,type1
57119,1129570,type2
57119,606647,type2
57119,28456,type2
57119,1132731,type3
57119,647408,type4
57119,1152676,type4
57119,592975,type4
57119,593060,type4
57119,592986,type4
57764,711527,type2
57773,1154524,type2
57773,235670,type4
57922,57948,type2
57922,1118658,type3
57932,6925,type2
57948,1118658,type3
57948,1114526,type3
57948,57922,type3
58268,13024,type1
58268,899119,type3
58268,137956,type3
58436,87417,type3
58436,1114239,type3
58453,87417,type2
58454,87417,type2
58454,144679,type4
58540,181782,type2
58552,248395,type4
58552,1113828,type4
58758,69284,type1
58758,33895,type2
58758,576973,type3
58758,1128204,type3
58758,1688,type4
58758,1128208,type4
59045,1121867,type2
59626,124734,type3
59626,6125,type3
59626,217115,type3
59626,249858,type4
59626,102406,type4
59715,96845,type4
59772,35335,type4
59798,30895,type2
59798,25181,type4
59798,1152277,type4
59798,180373,type4
59798,1154251,type4
59798,96335,type4
59798,27174,type4
59798,1152673,type4
60159,60169,type1
60159,399370,type1
60169,399370,type3
60170,399370,type3
60682,63477,type3
61069,1153816,type1
61069,975567,type2
61069,1107062,type3
61069,28456,type4
61069,1129610,type4
61073,975567,type3
61312,1105231,type1
61417,94416,type3
61417,1106764,type4
61417,212777,type4
62274,94713,type2
62274,32260,type4
62274,50381,type4
62329,593155,type3
62329,195792,type3
62329,251756,type4
62329,650834,type4
62329,1131565,type4
62347,62333,type4
62389,1107325,type4
62417,1107558,type4
62417,41216,type4
62607,294145,type4
62634,243483,type4
62676,312409,type3
62676,14083,type4
62718,127033,type4
63486,83461,type2
63486,96845,type3
63486,509379,type3
63549,1105344,type4
63812,1125393,type1
63812,1121057,type1
63812,1105360,type3
63835,95586,type1
63835,1110531,type2
63915,145215,type1
63915,6939,type1
63915,38000,type2
63915,6935,type3
63931,1117786,type3
63931,13717,type3
63931,136768,type3
63931,136766,type4
63931,6939,type4
64271,73327,type2
64271,95188,type2
64271,91852,type2
64271,1152244,type4
64271,38829,type4
64319,249858,type3
64319,111866,type4
64484,1105394,type3
64519,63835,type4
64519,154134,type4
64519,37483,type4
65057,1125909,type3
65057,134307,type3
65057,519353,type4
65057,74698,type4
65074,134316,type1
65074,23070,type2
65074,714748,type2
65074,87915,type2
65074,1117920,type2
65074,134307,type3
65074,1110209,type4
65074,142268,type4
65074,74698,type4
65074,65057,type4
65212,23116,type2
65212,1154042,type4
65212,1105433,type4
65650,1105450,type1
65650,1118764,type2
65650,5038,type3
65650,309476,type4
65653,1112319,type2
65653,1105450,type3
66556,66563,type3
66556,593859,type3
66556,54131,type4
66556,1129778,type4
66556,141324,type4
66563,1123530,type2
66563,96845,type3
66564,66563,type1
66564,141324,type2
66564,593942,type3
66564,593859,type4
66594,8821,type4
66596,362926,type3
66596,8821,type4
66751,693143,type2
66751,695284,type3
66751,1138043,type4
66751,1135750,type4
66751,573535,type4
66782,51834,type1
66782,1105505,type3
66794,1105505,type3
66794,1102646,type4
66794,1153031,type4
66805,82090,type3
66805,509315,type4
66809,82090,type2
66982,39210,type3
66986,39210,type2
66990,390889,type2
66990,39210,type3
66990,1152490,type3
66990,1117501,type4
66990,1153861,type4
67245,31769,type2
67245,67246,type3
67246,31769,type3
67292,1105530,type3
67415,164,type1
67415,12195,type2
67415,38722,type3
67415,171954,type3
67415,1110256,type3
67415,1135746,type4
67415,51180,type4
67584,562067,type2
67584,1127558,type2
67584,1127566,type2
67633,55801,type2
67633,1114777,type2
68115,47684,type3
68224,1128425,type2
68224,1130680,type3
68224,1105574,type4
68224,582139,type4
69198,411005,type3
69198,8581,type3
69198,231198,type4
69284,206371,type3
69284,69296,type4
69296,206371,type4
69392,1132461,type3
70281,1106630,type1
70281,1105672,type3
70442,70441,type3
70442,1107215,type4
70444,70442,type2
70444,70441,type4
70444,1108329,type4
70444,128383,type4
70444,1107215,type4
70520,27631,type4
70520,36167,type4
70970,593329,type1
70970,1129683,type1
70970,593068,type4
71336,1105718,type2
71736,1152259,type4
71736,1152991,type4
71904,95718,type2
71904,239800,type2
72056,1135122,type3
72101,1118347,type2
72406,1105764,type4
72805,899085,type1
72908,954315,type3
72908,6923,type3
72908,93923,type4
72908,1127863,type4
73119,14431,type2
73119,14429,type3
73146,116790,type2
73146,18774,type2
73146,35778,type2
73146,1108389,type3
73162,519353,type2
73162,714879,type2
73162,714260,type2
73162,1134320,type2
73162,714748,type3
73162,1134348,type3
73162,521855,type3
73162,559804,type3
73162,189774,type4
73162,653441,type4
73323,1105810,type2
73323,28447,type4
73327,1153728,type2
73327,1106236,type3
73327,1153166,type3
73327,1105810,type4
73327,1153724,type4
73712,1112194,type2
73712,52003,type4
73972,50980,type4
74427,368605,type2
74427,34266,type2
74427,87482,type2
74427,34257,type2
74427,1116974,type4
74427,1106771,type4
74698,134307,type1
74698,23070,type4
74700,134307,type3
74700,23069,type4
74749,2354,type2
74749,1113852,type4
74749,10186,type4
74821,1120252,type1
74821,1131150,type2
74821,1131149,type4
74920,1105877,type3
74921,1105877,type4
74937,74920,type2
74937,74921,type2
74937,1105877,type4
74975,38845,type1
74975,1107041,type2
74975,3932,type3
74975,1128407,type4
74975,38846,type4
75121,1106388,type3
75121,417017,type4
75121,22431,type4
75121,1105887,type4
75318,1121569,type2
75318,141171,type3
75318,103430,type4
75674,1109957,type3
75674,686015,type4
75693,214472,type2
75694,214472,type3
75695,1113035,type2
75695,1120059,type3
75695,139547,type4
75695,911198,type4
75969,591017,type2
75969,1153811,type3
75969,1105932,type3
75969,1128935,type4
75969,1128856,type4
75969,592830,type4
75972,592830,type3
75972,1105932,type4
75972,1128935,type4
75983,1106568,type1
75983,1115790,type2
77108,1138043,type4
77108,77112,type4
77438,590022,type2
77438,1152633,type2
77438,106590,type2
77438,589923,type3
77438,1129994,type3
77438,158172,type3
77438,1153262,type4
77438,37888,type4
77438,293974,type4
77515,9513,type1
77758,1129907,type1
77758,910,type1
77758,613409,type2
77758,180373,type2
77758,294030,type2
77758,25772,type2
77758,289885,type2
77758,1131745,type3
77758,424,type3
77826,3112,type2
77826,470511,type3
77829,470511,type4
77829,3112,type4
78508,1120138,type4
78511,735303,type2
78511,575402,type4
78511,9586,type4
78552,33818,type2
78552,78511,type4
78552,9586,type4
78552,78557,type4
78555,78557,type1
78555,1120138,type3
78555,33818,type4
78557,78511,type2
78557,1120138,type4
78557,9586,type4
78557,78549,type4
78557,33818,type4
78994,662572,type3
78994,662279,type4
79809,1153275,type1
79809,31863,type2
79809,1131466,type2
79809,1121659,type3
79809,79817,type3
79809,91581,type3
79809,358866,type4
79809,11342,type4
79817,1131466,type4
80491,80515,type1
80491,7532,type3
80491,314459,type4
80515,314459,type4
80515,1121603,type4
80656,13652,type4
80656,13656,type4
80656,13654,type4
81350,1106172,type1
81350,892139,type4
81714,81722,type3
82090,82087,type3
82098,82087,type4
82664,3097,type1
82664,1106236,type1
82666,3097,type1
82666,1106236,type2
82666,101143,type2
82920,1128198,type2
82920,273152,type2
82920,98698,type3
82920,70970,type3
82920,81714,type3
82920,1129367,type3
82920,1153280,type3
82920,1125492,type3
82920,1119708,type3
82920,608326,type3
82920,513189,type3
82920,307015,type4
82920,1129683,type4
82920,1152358,type4
82920,84021,type4
82920,1152421,type4
82920,576691,type4
82920,259702,type4
82920,35,type4
82920,1153943,type4
82920,1127913,type4
82920,573978,type4
82920,1154459,type4
83449,22874,type2
83449,218682,type4
83449,22869,type4
83461,954315,type4
83725,56119,type1
83725,12576,type1
83725,56112,type2
83725,56115,type3
83725,62718,type4
83746,294239,type1
83826,1106287,type4
83847,66986,type2
83847,1106287,type3
83847,1130678,type4
83847,1117501,type4
84020,1106298,type2
84020,1106492,type4
84021,1133047,type2
84021,509233,type2
84021,1106298,type2
84021,263279,type3
84021,18582,type3
84021,415693,type4
84021,98698,type4
85299,575292,type2
85299,23258,type3
85299,299197,type4
85324,628751,type2
85324,299197,type4
85352,1127430,type1
85352,1129027,type2
85352,1153943,type2
85352,682815,type2
85352,66556,type3
85352,1152421,type3
85352,574462,type3
85352,577086,type3
85352,152483,type3
85352,561238,type3
85352,576691,type3
85352,1114331,type4
85352,640617,type4
85352,593091,type4
85352,1154459,type4
85352,1153280,type4
85449,1120169,type4
85449,1152290,type4
85452,1152290,type3
85452,1120169,type4
85688,97892,type2
85688,8224,type2
85688,6539,type3
85688,8703,type4
85688,75121,type4
86258,1106418,type3
86359,1133469,type1
86359,1152740,type1
86359,18834,type3
86359,1152944,type4
86923,18532,type3
86923,1114184,type4
87363,593328,type4
87417,289779,type1
87417,289780,type1
87417,289781,type3
87417,1128453,type3
87417,801170,type4
87482,34266,type3
87915,23070,type1
87915,142268,type2
87915,1153786,type3
87915,1110209,type4
89308,101145,type2
89308,103528,type4
89335,59244,type2
89416,1153024,type1
89416,137130,type2
89416,65074,type3
89416,1106546,type4
89416,506,type4
89547,1112319,type1
89547,1152379,type1
89547,1116328,type2
89547,45189,type2
89547,1132385,type2
89547,91975,type3
89547,45188,type3
89547,6771,type3
89547,28471,type3
89547,976284,type4
89547,237376,type4
89547,66805,type4
90470,1129994,type4
90470,106590,type4
90655,1122642,type1
90655,34263,type4
90888,340075,type1
90888,1113934,type1
90888,13885,type4
91038,52515,type3
91581,31863,type3
91581,358894,type4
91852,20178,type3
91853,1110579,type2
91853,20178,type3
91853,1116397,type3
91853,1116410,type4
91975,1113459,type3
92065,1106671,type2
92589,39165,type2
92589,1131137,type2
92589,173884,type4
93273,248119,type3
93273,989397,type4
93318,1126050,type4
93555,284023,type3
93555,119761,type3
93555,1152958,type3
93555,284025,type3
93555,143801,type4
93755,175576,type1
93923,6941,type3
94229,1111733,type4
94229,1123087,type4
94416,1106764,type2
94639,593859,type1
94639,62634,type2
94639,593813,type3
94639,593105,type3
94639,593942,type3
94639,141324,type4
94641,1129018,type1
94641,1102550,type2
94641,62634,type3
94641,1153897,type3
94641,116553,type4
94641,594387,type4
95188,1116410,type2
95188,1110579,type3
95198,1110579,type2
95225,42207,type1
95586,95589,type2
95588,95579,type4
95594,1153287,type1
95594,95589,type3
95594,7430,type4
95597,95579,type2
95642,1107367,type2
95642,28447,type4
95642,990075,type4
95718,32698,type2
95719,32698,type3
96847,594025,type3
96851,594387,type3
96851,96847,type3
97377,39130,type3
97377,3240,type4
97377,211432,type4
97390,1152358,type2
97390,33907,type2
97390,100935,type2
97390,98693,type4
97390,1153943,type4
97645,33907,type3
97645,593091,type4
98693,575331,type3
98693,1152358,type4
98698,84021,type4
99023,578309,type2
99023,578347,type2
99023,578306,type4
99030,578337,type2
100197,688361,type2
100197,447250,type2
100197,193931,type2
100701,1107041,type4
100935,1120643,type2
100935,1134865,type4
100961,60169,type4
101143,596075,type2
101143,101145,type2
101261,101263,type2
101263,1139928,type2
101263,28456,type2
101263,1112099,type4
101660,1107095,type2
101662,1107095,type3
101811,6935,type2
101811,101662,type3
101811,151430,type4
101811,1153064,type4
102061,509315,type2
102879,9513,type3
102884,9513,type4
102938,143676,type2
102939,143676,type2
102939,102938,type4
103430,75318,type2
103430,1154074,type3
103482,1119140,type2
103482,27510,type3
103482,27514,type4
103482,1114388,type4
103482,1128990,type4
103515,54131,type2
103515,1129778,type2
103515,575402,type3
103515,1153853,type4
103515,459214,type4
103515,1128314,type4
103515,246618,type4
103515,1127913,type4
103515,1113742,type4
103528,103529,type3
103528,1107171,type4
103529,1107171,type1
103531,656048,type3
103531,1107171,type3
103537,126912,type2
103543,126927,type4
103543,126912,type4
105856,289085,type3
105856,193931,type3
105856,273949,type4
105865,193932,type4
105865,193931,type4
105899,1111304,type4
106590,1095507,type3
106590,1129994,type3
107177,1119751,type2
107251,389715,type4
107251,107252,type4
107569,1107385,type2
107569,1120777,type4
108047,578646,type2
108047,1153853,type2
108047,578649,type3
108047,1107418,type3
108047,1153899,type3
108047,578645,type4
108047,578898,type4
108047,28336,type4
108047,1128319,type4
108962,159897,type1
108962,1095507,type3
108962,310653,type4
108962,108963,type4
108963,1095507,type4
108963,108962,type4
108974,66794,type2
108974,108963,type3
108974,1125469,type3
108974,1133417,type4
108974,108962,type4
108983,108962,type3
108983,159897,type3
108983,310653,type4
108983,683404,type4
109323,137849,type4
110041,1152358,type2
110041,287787,type4
110162,110163,type2
110162,110164,type4
110163,110162,type2
110163,110164,type2
111676,89308,type4
111770,1119623,type3
111866,249858,type1
112099,1114777,type3
112378,145215,type3
112378,1131728,type3
112378,1121459,type3
112378,141868,type4
112378,654177,type4
112787,1120444,type3
114189,88356,type4
114308,63835,type4
114966,1125258,type4
115188,1107728,type3
116021,12960,type1
116081,116087,type3
116081,277263,type3
116084,116087,type1
116084,75972,type2
116084,568045,type4
116084,195150,type4
116512,1107808,type4
116528,25772,type3
116528,1110438,type3
116528,3237,type4
116545,578649,type3
116545,246618,type4
116545,1128319,type4
116545,116553,type4
116545,578645,type4
116545,1128291,type4
116552,116553,type2
116552,246618,type4
116553,246618,type4
116790,345340,type3
117315,28336,type3
117316,117315,type4
117328,91852,type2
117328,1115166,type4
117328,38829,type4
117328,95188,type4
118259,118260,type3
118259,230300,type4
118260,230300,type4
118424,118436,type4
118435,118436,type3
118559,1121739,type2
118559,1108209,type4
118873,1109566,type1
118873,1115959,type3
118873,987188,type4
119686,987188,type2
119686,198443,type4
119712,1114118,type4
119761,143801,type1
119761,284025,type3
120084,1140543,type4
120817,1140543,type2
120817,1109873,type4
121792,1152394,type4
123556,14807,type3
123556,50354,type3
123556,141160,type3
123825,1131634,type2
123825,649730,type3
123825,23448,type4
123825,1154276,type4
123825,447250,type4
123825,649739,type4
123825,1131464,type4
123825,42847,type4
124064,6163,type3
124064,6220,type4
124064,6224,type4
124224,169279,type3
124224,6898,type4
124296,51834,type2
124734,1108167,type2
124734,25805,type4
124828,1108169,type3
124952,189721,type1
124952,1126011,type2
124952,1119742,type2
124952,1126012,type4
124952,1123756,type4
126793,16843,type3
126793,1131270,type4
126867,1108258,type3
126868,1108258,type4
126868,126867,type4
126909,103543,type4
126912,103543,type2
126912,66990,type4
126920,126927,type3
126920,645897,type4
126920,103543,type4
126926,103543,type2
126926,126909,type3
126927,645897,type2
126927,103543,type2
126927,646286,type4
126927,126920,type4
126927,644093,type4
127033,416455,type3
127033,574710,type4
127033,1108267,type4
127940,243274,type4
127940,1114364,type4
128203,128202,type2
128383,1108329,type4
128540,387795,type3
129042,129045,type1
129042,1108363,type3
129042,1121313,type3
129045,1108363,type3
129045,1121313,type3
129287,907845,type2
131042,40125,type4
131117,152219,type3
131117,212930,type3
131122,212930,type3
131315,411005,type4
131317,411005,type4
131318,411005,type4
132806,48766,type2
132806,593260,type3
132806,45599,type4
132821,695284,type1
133550,140569,type2
133550,1109891,type2
133550,133566,type3
133553,1120049,type1
133553,105856,type4
133563,105856,type2
133563,1120049,type3
133563,133566,type4
133566,1152714,type3
133567,133566,type2
133567,1152714,type4
133615,55403,type1
133615,1153866,type3
133615,1128531,type4
133628,1108570,type4
134060,481073,type2
134128,1117760,type1
134128,1113614,type2
134128,1113182,type3
134199,447224,type2
134199,1114331,type3
134199,164885,type3
134219,447224,type3
134219,1112075,type3
134219,503893,type4
134219,81714,type4
134307,134316,type4
134314,1116044,type3
134314,134316,type4
134315,23069,type4
134316,142268,type3
134316,1117920,type3
134320,23069,type4
135130,416455,type2
135130,1105221,type3
135130,574710,type4
135464,8581,type3
135464,1135589,type3
135464,1133004,type4
135464,237489,type4
135464,120084,type4
135765,6917,type4
135766,135765,type3
135766,6917,type4
135766,449841,type4
135798,1108656,type3
136665,23258,type2
136766,348437,type3
136767,348437,type3
136767,136766,type3
136768,136766,type4
137130,65074,type1
137130,23070,type4
137359,1108728,type1
137359,1153150,type2
137359,1153101,type3
137359,1118286,type4
137380,1108728,type2
137380,37541,type3
137380,85449,type4
137790,2354,type2
137790,128203,type2
137790,1113852,type3
137790,10186,type4
137790,74749,type4
137849,17242,type4
137849,1115291,type4
137868,1131277,type2
137868,1131300,type3
137868,1110000,type3
137868,1154068,type4
137868,91581,type4
137868,642827,type4
137956,13024,type4
139738,1108834,type4
139865,1110563,type2
139865,1108841,type4
140005,86840,type2
141160,917493,type3
141160,133553,type4
141160,1131345,type4
141160,1109891,type4
141171,1121569,type3
141324,1113438,type2
141324,503877,type2
141342,78511,type2
141342,70970,type3
141342,1119708,type3
141342,40,type3
141342,575292,type4
141342,35061,type4
141342,608191,type4
141347,1119708,type4
141596,40125,type4
141868,429805,type3
142268,1110209,type1
142268,134316,type3
142268,1117920,type4
143323,217139,type2
143323,1130539,type2
143323,84021,type3
143323,154134,type3
143323,3084,type3
143476,1112686,type2
143676,102938,type4
143801,284025,type3
144212,1131549,type3
144330,63486,type2
144408,219446,type4
144408,3229,type4
144679,1114239,type4
144701,1112911,type2
144701,1128975,type3
144701,595063,type3
144701,1128997,type3
144701,1136342,type4
144701,22229,type4
145134,129287,type2
145134,641976,type4
145176,40124,type2
145176,1132418,type4
145176,1112723,type4
145215,141868,type2
145215,654177,type2
145215,429805,type3
145315,294126,type3
145315,649944,type4
145384,1153287,type1
145384,7430,type4
145384,95589,type4
147870,1109185,type3
147870,636500,type3
147870,1132434,type3
148170,1128997,type4
148170,1109199,type4
148341,1109208,type3
148341,1131116,type4
149139,1123215,type2
149669,589923,type1
151430,1115670,type1
151708,1120786,type2
152226,1102400,type1
152227,152226,type3
152227,987197,type4
152227,1139928,type4
152483,593091,type2
152483,583318,type3
152731,23507,type3
152731,1109392,type4
153063,561610,type3
153063,561581,type3
153063,561613,type3
153063,561593,type4
153063,561595,type4
153063,440815,type4
153063,561568,type4
153063,1131223,type4
153063,645084,type4
153598,1113459,type2
154023,1112106,type2
154023,1133846,type3
154023,154047,type3
154047,154023,type3
154047,1112106,type4
154047,1133846,type4
154982,1133028,type2
154982,1130934,type3
154982,129897,type4
154982,1130927,type4
154982,1121867,type4
154982,1130931,type4
155158,8687,type3
155158,397590,type4
155736,155738,type4
155738,155736,type3
155738,157761,type4
156794,1109581,type4
156977,395547,type2
156977,390889,type4
156977,1152490,type4
156977,1153861,type4
157401,1118017,type4
157761,219239,type2
157805,6539,type3
158172,445938,type2
158614,10169,type2
158812,1127812,type4
159084,241821,type2
159084,1152711,type3
159084,159085,type3
159085,241821,type3
159085,1152711,type4
159897,310653,type3
159897,683355,type4
160732,75969,type1
160732,1128853,type3
161221,1153922,type1
162075,737204,type2
162075,162080,type3
162075,1109830,type4
162080,1109830,type1
162080,1135345,type2
162080,739707,type2
162080,162075,type4
162664,118682,type2
162664,39165,type2
162664,531348,type2
162664,531351,type3
162664,510718,type4
163235,1109873,type4
164885,447224,type2
166420,1119751,type3
166825,1110024,type3
166825,1118388,type4
166989,25805,type3
166989,1121063,type3
166989,1110028,type4
167670,1123068,type1
168332,86359,type2
169279,1154103,type2
169279,1132083,type3
169280,1154103,type2
169280,1132083,type3
170798,656231,type4
171954,820662,type1
171954,1110256,type1
171954,1138755,type2
171954,1135750,type4
173863,116790,type4
174418,307336,type4
174418,636511,type4
174425,174418,type1
174425,636511,type3
175256,1133196,type3
175256,682815,type3
175256,1120643,type4
175291,52784,type3
175548,689152,type1
175548,105856,type2
175548,1120049,type4
175548,753070,type4
175909,112787,type2
175909,221302,type3
175909,1153891,type4
177115,5069,type2
177993,1110515,type1
177998,583318,type1
177998,1110515,type3
178209,75972,type1
178209,195150,type2
178209,1000012,type2
178209,116084,type3
178209,568045,type3
178718,69296,type4
178718,1110546,type4
178727,1110546,type3
179180,1126037,type4
179180,139865,type4
179180,1110563,type4
179702,141171,type2
179702,1121569,type3
179702,1152859,type3
179702,424540,type4
179706,141171,type4
180187,1131719,type4
180301,1110628,type4
180373,180399,type4
180399,385572,type3
180399,1120084,type3
182093,197054,type2
182094,1131550,type3
182094,197054,type4
182094,650814,type4
184157,95435,type4
184918,171225,type1
184918,330148,type3
187260,1110950,type4
187354,1127851,type3
187354,1117786,type4
187354,372862,type4
188318,1110998,type3
188471,628500,type3
189566,310742,type3
189566,189856,type3
189566,1153014,type4
189566,90470,type4
189566,36802,type4
189571,189572,type2
189571,714748,type3
189571,1154232,type4
189571,521855,type4
189572,1134348,type4
189574,1123689,type2
189620,1133417,type2
189620,1129994,type3
189623,683355,type2
189655,714260,type2
189655,559804,type2
189655,714748,type3
189708,149669,type3
189721,1129518,type4
189774,1134346,type2
189774,714879,type3
189856,683355,type2
189856,1129994,type2
189856,1129518,type3
189856,683404,type4
190698,198443,type1
190698,1114502,type3
190698,190697,type4
190706,182094,type2
190706,144212,type4
191222,191216,type4
191222,708945,type4
192850,272720,type3
192870,1114398,type3
192870,1111186,type3
193347,612306,type2
193347,193354,type3
193347,1129835,type3
193347,1131719,type4
193352,1129835,type1
193352,193347,type3
193352,1131719,type4
193352,612306,type4
193352,193354,type4
193354,1129835,type4
193742,6152,type2
193742,1111230,type4
193918,1111240,type3
193931,1111240,type3
193931,193932,type4
193932,1111240,type4
194223,1126044,type3
194223,390922,type4
194609,1154520,type2
194609,1129572,type3
194609,31927,type3
194609,126128,type4
194609,215912,type4
194609,1128868,type4
194609,563613,type4
194617,1124844,type1
194617,1129572,type2
194617,31932,type2
194617,215912,type4
194645,248823,type4
195150,568045,type2
195361,1111304,type3
195792,1128974,type2
195792,682815,type2
195792,377303,type3
195792,593210,type3
195792,19045,type4
197054,1125092,type3
197452,1135894,type2
197452,424,type4
198443,190697,type3
198653,1113551,type1
198653,887,type2
198653,1152896,type3
198653,1130539,type4
198653,3084,type4
198866,1153728,type2
198866,73327,type4
199571,46431,type4
200630,643734,type3
202520,446271,type2
202520,1115701,type3
202522,446271,type4
202639,1154124,type3
202639,1117348,type3
202639,40131,type3
202639,643597,type4
202639,1123087,type4
202639,242637,type4
202639,1154123,type4
202639,672064,type4
202639,144408,type4
203646,1116569,type1
205192,99030,type3
